num_1,ENTRY,tycod,Location,latitude,longitude,X,Y
F140187160,12/16/14 2:50,69D02,"1140 NORTH CAPITOL ST NW DC:,402 @SIBLEY PLAZA APARTMENTS",38.90512,-77.009487,399177.1,137473.68
F140187215,12/16/14 7:41,71B01,CHILLUM PL NE/KANSAS AVE NE DC,38.964758,-77.008927,399226.378,144094.056
F140187397,12/16/14 14:07,69D06,1368 EUCLID ST NW DC: @OLYMPIA,38.923571,-77.031705,397250.71,139522.31
F140187403,12/16/14 14:15,69C02,4124 7TH ST NW DC,38.941389,-77.021874,398103.63,141500.03
F140187472,12/16/14 16:53,69C01,8020 EASTERN AVE NW DC,38.987225,-77.030462,397360.86,146588.52
F140187500,12/16/14 18:03,69D05,1420 HARVARD ST NW DC:APT 101,38.926183,-77.033198,397121.35,139812.33
F140187790,12/17/14 9:09,69C01,1327 VAN BUREN ST NW DC: @FORT STEVENS RECREATION CENTER,38.970269,-77.031091,397305.72,144706.25
F140187897,12/17/14 13:29,71C01,4623 HILLTOP TER SE DC,38.879782,-76.934633,405671.79,134663.01
F140188285,12/18/14 8:09,69D05,4723 1ST ST SW DC,38.822997,-77.005966,399481.92,128357.43
F140188502,12/18/14 16:46,67B,479 VALLEY AVE SE DC,38.834342,-76.997993,400174.25,129616.73
F140188530,12/18/14 17:43,FI,"1362 MORRIS RD SE DC,402",38.861199,-76.988826,400969.8,132598.13
F140188546,12/18/14 18:16,69D05,"1936 3RD ST NE DC,APT 3",38.916672,-77.002411,399790.9,138756.08
F140188737,12/19/14 4:06,67D,131 FLORIDA AVE NW DC,38.912878,-77.01345,398833.52,138334.95
F140188767,12/19/14 6:21,71B,1241 W ST NE DC: @DEPARTMENT OF PUBLIC WORKS,38.918573,-76.986481,401172.36,138967.14
F140188867,12/19/14 11:49,69D03,"4403 E ST SE DC,3",38.882846,-76.93899,405293.49,135002.86
F140189230,12/19/14 23:21,69D05,2486 SKYLAND PL SE DC,38.859974,-76.974194,402239.79,132462.41
F140189241,12/19/14 23:44,71B01,4202 FORT DUPONT ST SE DC,38.869067,-76.943631,404891.78,133472.98
F140189464,12/20/14 10:50,69D06,5308 NEW HAMPSHIRE AVE NW DC,38.954959,-77.010817,399062.43,143006.23
F140189576,12/20/14 15:50,69D00,1208 C ST NE DC,38.893758,-76.989784,400886.23,136212.42
F140189619,12/20/14 18:27,69C01,1710 T ST SE DC:  T ST  APTS,38.867522,-76.979872,401746.78,133300.22
F140189828,12/21/14 4:28,67D,1200 EATON RD SE DC,38.860225,-76.998662,400116.14,132489.94
F140189923,12/21/14 10:55,67C01,SUMNER RD SE/FIRTH STERLING AVE SE DC,38.861797,-76.999214,400068.26,132664.43
F140190107,12/21/14 19:01,69D02,3114 WISCONSIN AVE NW DC: @ETHERIDGE,38.930924,-77.073146,393657.76,140340.71
F140190177,12/21/14 22:11,69D05,"325 DELAFIELD PL NW DC,4",38.949482,-77.016639,398557.67,142398.35
F140190297,12/22/14 8:46,69D03,600 5TH ST NW DC: @METRO TRANSIT POLICE,38.897837,-77.019472,398310.86,136665.35
F140190426,12/22/14 13:15,69D06,5542 B ST SE DC,38.885511,-76.920449,406901.95,135299.96
F140190780,12/23/14 7:07,69D06,5419 7TH ST NW DC,38.956049,-77.022059,398088.05,143127.45
F140192805,12/27/14 6:16,67B,1700 NEW YORK AVE NE DC: ALIAS 1700 NY AVE NE,38.917192,-76.979787,401752.941,138813.999
F140191022,12/23/14 15:50,69D02,3636 16TH ST NW DC: @WOODNER APARTMENTS,38.936428,-77.037263,396769.33,140949.77
F140191050,12/23/14 16:47,69D05,709 24TH ST NE DC:APARTMENT BUILDING,38.900116,-76.972155,402415.4,136918.54
F140191102,12/23/14 18:09,67B,0 CONNECTICUT AVE NW DC: @TAFT BRIDGE,38.921231,-77.050222,395644.814,139263.329
F140191138,12/23/14 19:19,69D03,3033 WEST LANE KYS NW DC,38.909923,-77.060455,394756.59,138008.56
F140191188,12/23/14 21:29,69D05,1725 ALABAMA AVE SE DC:APT 203,38.846822,-76.97972,401760.47,131002.35
F140191314,12/24/14 4:52,69D05,1919 14TH ST NW DC: @THE HARPER,38.916176,-77.031615,397258.2,138701.44
F140191342,12/24/14 7:36,69D05,2420 ELVANS RD SE DC,38.853908,-76.985972,401217.61,131788.86
F140191666,12/24/14 19:16,69D03,6500 PINEY BRANCH RD NW DC: @SAFEWAY,38.969521,-77.026548,397699.34,144623.03
F140191836,12/25/14 2:45,67B,"3601 TEXAS AVE SE DC,PH",38.870236,-76.951947,404170.01,133602.4
F140191864,12/25/14 4:51,71B01,2617 MARTIN LUTHER KING JR AVE SE DC,38.858851,-76.995813,400363.42,132337.42
F140192058,12/25/14 15:04,69D05,2309 GOOD HOPE CT SE DC: @WOODMONT CROSSING APARTMENTS,38.86168,-76.973649,402287.05,132651.87
F140192133,12/25/14 18:56,67B,2505 BRENTWOOD RD NE DC:REAR,38.931246,-76.970265,402578.22,140374.24
F140192585,12/26/14 18:02,67B,1400 EAST CAPITOL ST NE DC: BLOCK,38.890044,-76.985278,401277.24,135800.16
F140192608,12/26/14 19:12,71B01,3RD ST NW/D ST NW DC,38.894795,-77.015169,398684.119,136327.567
F140192641,12/26/14 21:18,52C04G,2010 MARYLAND AVE NE DC:APT BLDG,38.90392,-76.975296,402142.77,137340.75
F140192723,12/27/14 0:42,69D06,4918 TILDEN ST NW DC,38.941042,-77.097677,391532.04,141465.84
F140192730,12/27/14 0:59,67B,1630 A ST NE DC,38.891093,-76.981201,401630.87,135916.69
F140192952,12/27/14 13:53,69D03,240 KENTUCKY AVE SE DC,38.886687,-76.987324,401099.79,135427.56
F140192985,12/27/14 15:10,69C01,3148 16TH ST NW DC,38.929669,-77.036469,396837.854,140199.399
F140193061,12/27/14 17:42,71B01,29TH ST NW/CALVERT ST NW DC,38.923213,-77.057718,394994.968,139483.667
F140193149,12/27/14 20:31,69D05,"15 RHODE ISLAND AVE NE DC,1",38.916747,-77.008406,399271.01,138764.36
F140195132,12/31/14 21:34,69D03,1400 RHODE ISLAND AVE NE DC,38.925107,-76.985295,401275.16,139692.48
F140195140,12/31/14 21:48,52B01S,1935 QUINCY ST NE DC,38.937071,-76.976478,402039.31,141020.74
F140193290,12/28/14 2:25,69D06,3403 EASTERN AVE NE DC,38.932615,-76.96014,403456.051,140526.618
F140193382,12/28/14 8:34,69D05,5521 COLORADO AVE NW DC,38.956948,-77.032132,397214.95,143227.46
F140193428,12/28/14 11:25,69D01,2800 QUEBEC ST NW DC: @APARTMENTS - QUEBEC HOUSE,38.936182,-77.055684,395172.17,140923.27
F140193503,12/28/14 14:27,69D06,1013 QUEBEC PL NW DC:PH,38.937095,-77.027778,397591.64,141023.57
F140193508,12/28/14 14:40,69D05,"1349 KENYON ST NW DC,APT 7",38.929971,-77.031513,397267.58,140232.77
F140193533,12/28/14 15:44,69D06,2755 31ST PL NE DC:P/H,38.92459,-76.961056,403377.02,139635.72
F140193775,12/29/14 3:27,69D06,2100 BRYANT ST NE DC,38.921485,-76.975036,402164.85,139290.59
F140193836,12/29/14 7:23,69D06,325 P ST SW DC: @CHANNEL SQUARE APARTMENTS,38.872243,-77.016278,398587.47,133824.17
F140194092,12/29/14 17:53,69D05,215 I ST NE DC,38.900558,-77.002646,399770.51,136967.29
F140194452,12/30/14 13:59,67B,101 M ST SW DC: @1D,38.876783,-77.012909,398879.86,134328.1
F140194453,12/30/14 14:00,52C04G,1324-1326 EUCLID ST NW DC,38.923765,-77.030313,397371.433,139543.81
F140194493,12/30/14 15:38,69D06,5311 ILLINOIS AVE NW DC,38.954583,-77.026098,397737.87,142964.78
F140194537,12/30/14 17:11,71A01,2852 23RD PL SE DC: @MAPLEWOOD COURTS APARTMENTS,38.855418,-76.972466,402389.91,131956.73
F140194613,12/30/14 19:40,69D06,201 SHERIDAN ST NW DC,38.966343,-77.01386,398798.88,144270.08
F140194692,12/30/14 23:17,67A,320 40TH ST NE DC:CVS,38.893029,-76.947488,404555.57,136132.76
F140194953,12/31/14 14:13,67B,5500 EASTERN AVE NE DC,38.956794,-76.991368,400748.21,143209.91
F140194969,12/31/14 15:05,69C01,2226 WISCONSIN AVE NW DC,38.919829,-77.071571,393793.35,139108.9
F140195006,12/31/14 16:27,MSB,200 FLORIDA AVE NE DC: @METRO - NEW YORK AVE - FLORIDA AVE -,38.907319,-77.003273,399716.1,137717.83
F140195054,12/31/14 18:38,67B,2002 SAVANNAH TER SE DC,38.848919,-76.975732,402106.64,131235.24
F140195056,12/31/14 18:55,69D06,3109 20TH ST NE DC,38.929765,-76.97601,402080.12,140209.73
F140195068,12/31/14 19:18,69D05,601 EDGEWOOD ST NE DC: @EDGEWOOD DAYCARECHILD CARE SITE,38.9239,-76.997498,400216.99,139558.38
F150002670,1/5/15 22:52,71B01,831 50TH PL NE DC: R/O,38.900948,-76.928013,406244.35,137013.04
F150002725,1/6/15 2:25,69D05,142 IVANHOE ST SW DC,38.821125,-77.009277,399194.41,128149.64
F150003450,1/7/15 10:26,MSB,400 7TH ST SW DC: @STATION METRO - LENFANT PLAZA LOWER LEVEL,38.884081,-77.021524,398132.5,135138.41
F150003707,1/7/15 19:29,RFA-FIREALARM,833 DECATUR ST NW DC,38.94848757,-77.02487227,397843.95,142288.13
F150003754,1/7/15 21:14,69D02,4582 MACARTHUR BLVD NW DC,38.90957,-77.088684,392308.2,137971.37
F150003806,1/7/15 23:39,71D03T,300 54TH ST NE DC:SIDE OF BUILDING,38.893556,-76.923435,406642.17,136192.71
F150001211,1/3/15 6:48,69C01,425 L ST NW DC,38.903935,-77.017262,398502.68,137342.27
F150001303,1/3/15 11:57,69D06,1319 SOUTH CAROLINA AVE SE DC,38.885852,-76.987599,401075.91,135334.81
F150001381,1/3/15 14:34,71B01,5119 ASTOR PL SE DC,38.886781,-76.927255,406311.37,135440.38
F150001395,1/3/15 15:03,69D06,3293-C SUTTON PL NW DC,38.932338,-77.084856,392642.621,140498.56
F150001396,1/3/15 15:03,69D06,715 K ST NE DC,38.902264,-76.995631,400379,137156.58
F150001457,1/3/15 17:38,69D06,5422 JAMES PL NE DC,38.900158,-76.922135,406754.33,136925.73
F150001531,1/3/15 20:05,69D02,900 G ST NE DC: @CAPITOL HILL TOWERS APARTMENTS,38.899246,-76.993813,400536.71,136821.6
F150001776,1/4/15 9:20,69C01,601 T ST NE DC: @METRO MAJOR REPAIR SHOP,38.91435,-76.998709,400111.94,138498.3
F150001865,1/4/15 12:45,69D05,800 4TH ST SW DC: @POTOMAC PLACE APARTMENTS,38.880279,-77.017124,398514.19,134716.24
F150001906,1/4/15 14:19,69D05,1618 22ND ST SE DC,38.870145,-76.974679,402197.33,133591.47
F150002095,1/4/15 21:29,69D02,601 EDGEWOOD ST NE DC: @EDGEWOOD DAYCARECHILD CARE SITE,38.9239,-76.997498,400216.99,139558.38
F150002136,1/4/15 23:44,71B00A,875 CHESAPEAKE ST SE DC:ACROSS FROM THE LOC,38.829029,-76.99209,400686.86,129027
F150002194,1/5/15 5:38,69D05,801 49TH ST NE DC,38.900001,-76.931384,405951.99,136907.66
F150002982,1/6/15 13:59,69D06,154 W ST NW DC,38.919017,-77.014417,398749.79,139016.5
F150003185,1/6/15 20:24,69D05,1500 MASSACHUSETTS AVE NW DC: @FIFTEEN HUNDRED MASS AVE APAR,38.906502,-77.035509,396920.1,137627.72
F150003260,1/6/15 23:50,FRO,"4700 CONNECTICUT AVE NW DC,207",38.951086,-77.068171,394090.78,142578.49
F150003994,1/8/15 10:49,69D06,4414 DIX ST NE DC,38.894833,-76.938006,405377.96,136333.5
F150004030,1/8/15 11:49,69D05,"2853 28TH ST SE DC,4",38.855479,-76.969188,402674.4,131963.63
F150004206,1/8/15 17:39,69D05,2585 NAYLOR RD SE DC,38.863953,-76.970925,402523.33,132904.21
F150004215,1/8/15 17:59,67B,1517 CONNECTICUT AVE NW DC,38.910818,-77.043816,396199.8,138107.06
F150005858,1/11/15 16:42,69D05,4225 13TH ST NE DC:BLK,38.941641,-76.988059,401035.21,141527.88
F150005860,1/11/15 16:45,69D05,5100 B ST SE DC,38.886472,-76.927796,406264.4,135406.06
F150005881,1/11/15 17:39,71B01,704 ALABAMA AVE SE DC,38.843691,-76.995537,400387.47,130654.56
F150005882,1/11/15 17:41,69D06,704 ALABAMA AVE SE DC:REAR,38.843691,-76.995537,400387.47,130654.56
F150004263,1/8/15 19:40,53A,"1330 NEW HAMPSHIRE AVE NW DC,807: @APOLLINE APARTMENTS",38.908064,-77.045282,396072.49,137801.46
F150004477,1/9/15 8:51,69D06,6247 29TH ST NW DC,38.971428,-77.057366,395028.86,144836.05
F150004660,1/9/15 14:38,69D05,"4424 G ST SE DC,APT 32",38.880482,-76.938015,405378.25,134740.53
F150004736,1/9/15 16:53,69D06,2866 ARIZONA TER NW DC,38.929237,-77.102616,391102.37,140155.8
F150004774,1/9/15 18:03,60D,4240 SOUTH CAPITOL ST SE DC,38.828039,-77.007411,399356.49,128917.16
F150004806,1/9/15 19:01,69D05,1232 SOUTHERN AVE SE DC,38.83532,-76.98742,401092.24,129725.43
F150004832,1/9/15 19:39,67B03Y,1200 EATON RD SE DC,38.860225,-76.998662,400116.14,132489.94
F150004852,1/9/15 20:08,67B,MILITARY RD NW/CONNECTICUT AVE NW DC: alias MILITARY RD NW/C,38.961026,-77.073309,393646.31,143682.267
F150004857,1/9/15 20:11,69D02,250 K ST NE DC: @THE LOREE GRAND AT UNION PLACE,38.902802,-77.002438,399788.51,137216.39
F150004887,1/9/15 21:14,69C01,520 14TH ST NE DC,38.896816,-76.985752,401236.02,136551.96
F150004931,1/9/15 22:26,69D06,506 I ST NW DC,38.900687,-77.019388,398318.23,136981.71
F150005083,1/10/15 5:36,69D12,1210 DECATUR ST NW DC,38.948054,-77.027979,397574.6,142240.12
F150005292,1/10/15 15:54,67B03O,136 12TH ST SE DC,38.88832,-76.98999,400868.49,135608.83
F150005294,1/10/15 15:56,69C01,1325 EMERSON ST NW DC: @APARTMENTS - EMERSON GARDEN,38.950041,-77.031926,397232.55,142460.72
F150005332,1/10/15 17:24,67A,200 VIRGINIA AVE SE DC,38.880629,-77.00344,399701.492,134754.988
F150005408,1/10/15 20:48,69D05,"2950 VAN NESS ST NW DC,APT 529: @APARTMENTS - CONSULATE",38.942899,-77.061186,394695.7,141669.26
F150005411,1/10/15 21:00,69D05,68 GALVESTON ST SW DC,38.823598,-77.007028,399389.73,128424.15
F150005482,1/10/15 23:50,69D05,700 NEW HAMPSHIRE AVE NW DC:APT510 @THE WATERGATE SOUTH APTS,38.898429,-77.055441,395190.72,136732.41
F150005526,1/11/15 2:29,67A00X,612 DIVISION AVE NE DC,38.89779,-76.926144,406406.78,136662.54
F150005562,1/11/15 3:43,71B,3312 EAST CAPITOL ST NE DC,38.890088,-76.959371,403524.81,135805.79
F150005624,1/11/15 8:34,69C01,635 EDGEWOOD ST NE DC: @APTS - EDGEWOOD TERRACE,38.923479,-76.996737,400282.91,139511.68
F150005692,1/11/15 11:23,69D05,3101 PENNSYLVANIA AVE SE DC,38.869953,-76.962761,403231.65,133570.5
F150006400,1/12/15 15:54,MCI_NORTH,400 7TH ST SW DC: @STATION METRO - LENFANT PLAZA LOWER LEVEL,38.884081,-77.021524,398132.5,135138.41
F150006571,1/12/15 20:56,71B01,SHERMAN AVE NW/EUCLID ST NW DC,38.923911,-77.025503,397788.551,139559.95
F150006595,1/12/15 21:49,69D05,4923 QUARLES ST NE DC:202,38.908038,-76.930212,406053.04,137799.91
F150006641,1/12/15 23:45,69D05,"960 RANDOLPH ST NW DC,25 DC: @PETWORTH STATION APARTMENTS",38.938423,-77.02649,397703.35,141170.89
F150000156,1/1/15 3:25,71B01,1615 NEW YORK AVE NE DC:BUDGET MOTEL,38.916655,-76.980471,401693.61,138754.31
F150000233,1/1/15 5:59,71B01,4TH ST NE/NEAL PL NE DC,38.909094,-76.999129,400075.51,137914.81
F150000298,1/1/15 9:45,69D06,824 11TH ST NE DC,38.900968,-76.99174,400716.46,137012.83
F150000301,1/1/15 9:50,69D06,117 48TH PL NE DC:PH,38.890925,-76.933668,405754.63,135900.04
F150000351,1/1/15 12:39,67D,MISSISSIPPI AVE SE/1ST ST SE DC,38.833043,-77.005886,399488.99,129472.59
F150000389,1/1/15 14:07,67B,4212 FORT DUPONT ST SE DC,38.869391,-76.943539,404899.73,133508.94
F150000390,1/1/15 14:12,69D03,3238 WISCONSIN AVE NW DC: @BAR - ALLIANCE TAVERN,38.933341,-77.072711,393695.69,140608.93
F150000469,1/1/15 17:20,69D06,218 33RD ST NE DC,38.892536,-76.960271,403446.6,136077.47
F150000543,1/1/15 20:52,69D06,4924 SHERIER PL NW DC,38.922075,-77.100986,391242.82,139360.7
F150000547,1/1/15 21:03,67A,900 FLORIDA AVE NW DC,38.917692,-77.02422,397899.62,138869.53
F150000553,1/1/15 21:11,69D00,"1330 MISSOURI AVE NW DC,207: @VIDA SENIOR RESIDENCES",38.961497,-77.031504,397269.61,143732.44
F150000571,1/1/15 22:06,69D03,425 2ND ST NW DC: @DEPT OF HUMAN SERVICES - HOMELESS SHELTER,38.895504,-77.013297,398846.5,136406.27
F150000786,1/2/15 12:10,69D06,63 K ST NW DC,38.90365,-77.010959,399049.41,137310.58
F150000954,1/2/15 18:10,69D05,3636 16TH ST NW DC: @WOODNER APARTMENTS,38.936428,-77.037263,396769.33,140949.77
F150001119,1/3/15 1:00,69D03,3700 NORTH CAPITOL ST NW DC: @SOLDIERS HOME,38.936548,-77.006954,399397.09,140962.44
F150005931,1/11/15 19:15,69D05,4210 SOUTH CAPITOL ST SE DC,38.828731,-77.007407,399356.88,128993.91
F150006106,1/12/15 4:47,69D06,1737 LYMAN PL NE DC,38.904826,-76.977792,401926.29,137441.23
F150006167,1/12/15 8:32,69D06,1425 A ST SE DC,38.888488,-76.984637,401332.82,135627.48
F150006829,1/13/15 10:50,69D02,101 U ST NW DC,38.917139,-77.012386,398925.81,138807.95
F150007068,1/13/15 18:26,71D05,4TH ST SE/MARTIN LUTHER KING JR AVE SE DC: alias 4/MLK,38.842943,-77.000581,399949.58,130571.51
F150010311,1/20/15 0:02,67B,VERMONT AVE NW/K ST NW DC,38.902518,-77.033632,397082.769,137185.379
F150010458,1/20/15 9:11,69D05,1140 OATES ST NE DC,38.906016,-76.989063,400948.67,137573.17
F150010491,1/20/15 10:13,69D02,1001 16TH ST NW DC: @HOTEL - CAPITOL HILTON - 1001 16 ST NW,38.903122,-77.035933,396883.19,137252.47
F150012911,1/24/15 17:20,69D05,2 ANACOSTIA RD SE DC:APT 22,38.889402,-76.951369,404219.06,135729.94
F150007129,1/13/15 20:36,69D05,2615 13TH ST NW DC,38.924143,-77.029404,397450.28,139585.75
F150007133,1/13/15 20:54,67B,801 BUTTERNUT ST NW DC:REAR,38.973898,-77.024811,397849.99,145108.94
F150007163,1/13/15 21:54,71C01,5216 D ST SE DC,38.883538,-76.926868,406345.19,135080.4
F150007179,1/13/15 22:29,69D06,2039 ROSEDALE ST NE DC,38.896422,-76.975207,402150.76,136508.36
F150007213,1/13/15 23:56,52B01H,201 58TH ST NE DC,38.891474,-76.917391,407166.72,135962.08
F150007386,1/14/15 11:45,67A,2100 2ND ST SW DC:TRANSPOINT BLDG,38.864618,-77.01367,398813.611,132977.719
F150007406,1/14/15 12:37,69D05,2834 Q ST SE DC,38.870926,-76.966098,402942.01,133678.42
F150007591,1/14/15 18:47,69D05,2349 PITTS PL SE DC,38.859433,-76.986239,401194.33,132402.16
F150007593,1/14/15 18:49,69D05,1515 BENNING RD NE DC: @AZEEZE - BATES COURTS,38.899448,-76.982675,401502.87,136844.16
F150007676,1/14/15 21:34,71B01,501 EDGEWOOD ST NE DC,38.923355,-76.999151,400073.6,139497.92
F150007773,1/15/15 3:35,69D05,1505 BENNING RD NE DC: @AZEEZE - BATES COURTS,38.899744,-76.983358,401443.62,136877.02
F150007785,1/15/15 4:17,69D03,4900 BATES RD NE DC: @FORT TOTTEN TRASH TRANSFER STATION,38.947291,-77.00271,399765.11,142155
F150007855,1/15/15 9:22,67B,14TH ST NW/PARKWOOD PL NW DC,38.935296,-77.032733,397162.03,140823.98
F150007902,1/15/15 10:57,67B,14TH ST NW/PARKWOOD PL NW DC: alias 14 ST NW/PARKWOOD PL NW ,38.935296,-77.032733,397162.03,140823.98
F150007990,1/15/15 14:14,69D05,528 50TH PL NE DC,38.8971,-76.92796,406249.31,136585.9
F150008070,1/15/15 16:50,69D05,281 NEWCOMB ST SE DC,38.847926,-77.003216,399720.87,131124.74
F150008220,1/15/15 23:12,67B,1314 LEVIS ST NE DC,38.904975,-76.984235,401367.38,137457.68
F150008248,1/16/15 1:02,69D05,3320 WHEELER RD SE DC,38.841021,-76.993383,400574.42,130358.21
F150008283,1/16/15 3:49,69D05,3335 BROTHERS PL SE DC:APT 1,38.843139,-77.003448,399700.71,130593.32
F150008304,1/16/15 6:15,67B,2845 ALABAMA AVE SE DC: @SAFEWAY,38.859024,-76.966671,402892.75,132357.23
F150008399,1/16/15 10:43,71A,7TH ST SE/BARNABY RD SE DC: alias 7 ST SE/BARNABY RD SE DC,38.826516,-76.997047,400256.44,128748.03
F150008691,1/16/15 19:44,67B03B,3056 30TH ST SE DC,38.85168,-76.964336,403095.74,131542.04
F150008724,1/16/15 20:56,69D06,1000 12TH ST SE DC: @HOPKINS APARTMENTS,38.878195,-76.989741,400890.19,134484.78
F150008961,1/17/15 10:03,69D03,5018 CONNECTICUT AVE NW DC,38.955272,-77.070342,393903.03,143043.27
F150008968,1/17/15 10:50,67B,CONNECTICUT AVE NW/FLORIDA AVE NW DC,38.914379,-77.046166,395996.188,138502.5
F150009042,1/17/15 13:34,69D05,2900 14TH ST NW DC: @APARTMENTS - COLUMBIA HEIGHTS VILLAGE,38.927057,-77.032744,397160.74,139909.37
F150009043,1/17/15 13:37,66A,3169 APPLE RD NE DC,38.924768,-76.962848,403221.6,139655.36
F150009072,1/17/15 15:15,69D05,"230 W ST NW DC,21",38.919411,-77.015934,398618.24,139060.24
F150009095,1/17/15 16:10,FRO,7035 BLAIR RD NW DC: @GABLES TAKOMA PARK APARTMENTS,38.975719,-77.018797,398371.24,145310.96
F150009126,1/17/15 17:26,69D02,1444 IRVING ST NW DC,38.928525,-77.034409,397016.46,140072.4
F150009169,1/17/15 18:49,69D05,1729 UPSHUR ST NW DC,38.942081,-77.039977,396534.26,141577.38
F150009195,1/17/15 19:43,69C01,1349 SHERIDAN ST NW DC,38.966335,-77.031332,397284.67,144269.49
F150009237,1/17/15 21:56,52C03G,5335 WISCONSIN AVE NW DC: @CHEVY CHASE PAVILION,38.960125,-77.084844,392646.48,143583.12
F150009286,1/17/15 23:55,69D05,"1101 EUCLID ST NW DC,3RD FLOOR",38.924074,-77.027379,397625.84,139578.02
F150009291,1/18/15 0:10,71B01,2000 FAIRLAWN AVE SE DC:BLK,38.873447,-76.977945,401913.829,133957.974
F150009308,1/18/15 0:53,69D06,3446 24TH ST SE DC,38.846621,-76.970602,402552.02,130980.27
F150009324,1/18/15 1:28,69D05,2829 GAINESVILLE ST SE DC: @APARTMENTS - RENAISSANCE,38.854963,-76.967841,402791.4,131906.35
F150009341,1/18/15 2:01,69D05,1275 25TH ST NW DC: @WHITMAN PLACE,38.906949,-77.053067,395397.24,137677.99
F150009409,1/18/15 7:03,69D06,3340 AMES ST NE DC,38.890769,-76.958956,403560.78,135881.41
F150009443,1/18/15 9:16,69D05,3700 9TH ST SE DC: @PARKSIDE TERRACE APTS,38.835857,-76.994311,400493.92,129785
F150009485,1/18/15 11:03,69D05,4000 CATHEDRAL AVE NW DC,38.928428,-77.079815,393079.31,140064.1
F150009533,1/18/15 12:56,71C01,9TH ST SE/NORTH CAROLINA AVE SE DC,38.888375,-76.99376,400541.38,135614.8
F150009671,1/18/15 18:58,71B01,ANACOSTIA RD SE/ELY PL SE DC,38.88363,-76.956266,403794.56,135089.02
F150009761,1/18/15 22:44,71B01,RANDOLPH ST NE/21ST ST NE DC,38.938307,-76.9752,402150.13,141157.99
F150009771,1/18/15 23:00,69D06,3109 NAYLOR RD SE DC,38.852267,-76.96347,403170.88,131607.2
F150009782,1/18/15 23:25,69D02,808 CHESAPEAKE ST SE DC,38.829388,-76.993517,400562.88,129066.82
F150009857,1/19/15 6:35,69D05,2001 MARYLAND AVE NE DC,38.903113,-76.974903,402176.9,137251.21
F150009962,1/19/15 10:56,69D05,945 LONGFELLOW ST NW DC,38.957563,-77.027456,397620.28,143295.61
F150010002,1/19/15 12:17,69D03,1101 15TH ST NW DC,38.903933,-77.034215,397032.2,137342.46
F150010121,1/19/15 16:48,69D06,1832 BRYANT ST NE DC;PH,38.92146,-76.97774,401930.37,139287.79
F150010128,1/19/15 17:06,67A,400 NORTH CAPITOL ST NE,38.896278,-77.008768,399239.39,136492.187
F150010162,1/19/15 17:58,69D01,514 19TH ST NW DC: @GEORGE WASHINGTON UNIVERSITY-MITCHELL HA,38.896572,-77.043722,396207.2,136525.73
F150010172,1/19/15 18:20,69D05,300 HAMILTON ST NE DC: @FORT TOTTEN STATION APARTMENTS,38.953251,-77.00102,399911.57,142816.61
F150010842,1/20/15 20:57,69D02,601 24TH ST NW DC: @REMINGTON,38.898072,-77.051137,395564.07,136692.52
F150010958,1/21/15 2:22,69D05,3348 6TH ST SE DC:APT 303,38.841282,-76.998038,400170.37,130387.19
F150010969,1/21/15 3:56,71A,6600 5TH ST NW DC,38.970119,-77.02013,398255.55,144689.27
F150011084,1/21/15 10:59,67B,76 O ST NW DC,38.908376,-77.011483,399004.07,137835.18
F150011198,1/21/15 15:21,FOOD,4741 ALABAMA AVE SE DC,38.88126,-76.938837,405306.89,134826.74
F150011305,1/21/15 19:01,69D06,3813 BENTON ST NW DC,38.920883,-77.07648,393367.78,139226.29
F150011379,1/21/15 21:34,67B03O,2951 NASH PL SE DC:R/O,38.873659,-76.96545,402998.1,133981.85
F150011417,1/21/15 23:46,71B01,1164 NEAL ST NE DC,38.904958,-76.989375,400921.63,137455.74
F150011536,1/22/15 9:27,69D03,1001 16TH ST NW DC: @HOTEL - CAPITOL HILTON - 1001 16 ST NW,38.903122,-77.035933,396883.19,137252.47
F150011681,1/22/15 14:49,69D03,2845 ALABAMA AVE SE DC: @SAFEWAY,38.859024,-76.966671,402892.75,132357.23
F150011862,1/22/15 20:41,69D05,1200 NORTH CAPITOL ST NW DC: @TYLER HOUSE APARTMENTS,38.906395,-77.009434,399181.75,137615.28
F150012149,1/23/15 11:37,69D03,425 2ND ST NW DC: @DEPT OF HUMAN SERVICES - HOMELESS SHELTER,38.895504,-77.013297,398846.5,136406.27
F150012291,1/23/15 15:53,67A,1033 CECIL PL NW DC,38.903517,-77.063829,394463.54,137297.71
F150012377,1/23/15 18:43,69C01,4526 13TH ST NW DC,38.945935,-77.030068,397393.44,142004.91
F150012412,1/23/15 19:25,67A,WISCONSIN AVE NW/M ST NW DC,38.905177,-77.062811,394551.886,137481.823
F150012465,1/23/15 21:01,67B,17TH ST NW/M ST NW DC,38.905652,-77.038501,396660.545,137533.42
F150012479,1/23/15 21:32,FRO,251 VALLEY AVE SE DC,38.832213,-77.001276,399889.19,129380.5
F150012533,1/23/15 23:37,69D05,300 HAMILTON ST NE DC: @FORT TOTTEN STATION APARTMENTS,38.953251,-77.00102,399911.57,142816.61
F150012575,1/24/15 1:44,69D01,2607 24TH ST NW DC,38.923842,-77.052351,395460.4,139553.26
F150012713,1/24/15 9:31,69C01,4100 GEORGIA AVE NW DC: @RESIDENCES AT GEORGIA AVE,38.941029,-77.025527,397786.99,141460.14
F150012757,1/24/15 11:39,69C02,836 BARNABY ST SE DC,38.83159,-76.992209,400676.51,129311.33
